destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes/s,flow_packets/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_header_length,bwd_header_length,fwd_packets/s,bwd_packets/s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,ece_flag_count,down/up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,is_intrusion
53,28100,1,1,58,139,58,58,58.0,0.0,139,139,139.0,0.0,7010.6761565836,71.1743772242,28100.0,0.0,28100,28100,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,20,35.5871886121,35.5871886121,58,139,85.0,46.7653718044,2187.0,0,0,0,0,0,0,0,1,127.5,58.0,139.0,32,1,58,1,139,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,30798,2,2,94,212,47,47,47.0,0.0,106,106,106.0,0.0,9935.7101110462,129.8785635431,10266.0,17737.9447512952,30748,4,46,46.0,0.0,46,46,4,4.0,0.0,4,4,0,64,64,64.9392817715,64.9392817715,47,106,70.6,32.3156308928,1044.3,0,0,0,0,0,0,0,1,88.25,47.0,106.0,64,2,94,2,212,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,998684,4,6,331,11595,331,0,82.75,165.5,4355,0,1932.5,2182.468304,11941.7153,10.01317734,110964.8889,332385.0961,997325,3,998103,332701.0,575581.369,997325,48,1193,238.6,318.9346328,730,3,0,144,200,4.005270937,6.007906405,0,4355,1084.181818,1827.642898,3340278.564,0,0,0,1,0,0,0,1,1192.6,82.75,1932.5,144,4,331,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
7000,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,101321598,9,5,1302,11595,321,0,144.6666667,167.3006276,4344,0,2319.0,2196.731436,127.2877674,0.138173897,7793969.077,27800000.0,100000000,3,101000000,12600000.0,35400000.0,100000000,3,976123,244030.75,402338.2079,839839,30,0,260,168,0.088826076,0.04934782,0,4344,860.2,1592.492844,2536033.457,1,0,0,0,0,0,0,0,921.6428571,144.6666667,2319.0,260,9,1302,5,11595,0,235,6,20,10985.0,0.0,10985,10985,100000000.0,0.0,100000000,100000000,dos,1
443,69568,13,8,1186,4154,901,0,91.2307692308,246.5894543048,1397,0,519.25,627.5370791549,76759.4296228151,301.862925483,3478.4,5607.9664238052,15064,0,69568,5797.3333333333,8052.3808826202,20620,0,42108,6015.4285714286,7330.2131359905,16336,1,0,284,172,186.867525299,114.995400184,0,1397,242.7272727273,460.605003986,212156.96969697,0,0,0,1,0,0,0,0,254.2857142857,91.2307692308,519.25,284,13,1186,8,4154,65535,32,12,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,1146540,4,6,346,11595,346,0,86.5,173.0,4344,0,1932.5,1754.831473,10414.81326,8.721893698,127393.3333,329876.6492,998976,45,1009977,336659.0,573601.0503,998976,994,147426,29485.2,59856.13251,136231,47,0,144,200,3.488757479,5.233136219,0,4344,1085.545455,1579.927933,2496172.273,0,0,0,1,0,0,0,1,1194.1,86.5,1932.5,144,4,346,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,dos,1
80,5212753,7,9,304,10202,304,0,43.4285714286,114.9011997948,2962,0,1133.5555555556,980.5884854401,2015.4417445062,3.0693953847,347516.866666667,1295555.73322669,5029555,6,183101,30516.8333333333,40379.7674456734,82093,230,5131260,641407.5,1773423.29177079,5029555,49,0,232,296,1.3428604808,1.7265349039,0,2962,618.0,896.4050423776,803542.0,0,0,0,1,0,0,0,1,656.625,43.4285714286,1133.5555555556,232,7,304,9,10202,29200,22,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
7512,60,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,100000.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,16666.66667,16666.66667,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
443,116044068,21,21,732,7618,313,0,34.8571428571,78.1794638727,1460,0,362.7619047619,585.9043356011,71.9554230036,0.361931469,2830343.12195122,4487663.95890192,10035629,0,116044068,5802203.4,4941174.0547246,10035629,0,110286945,5514347.25,5110373.0159211,10050807,1,0,432,564,0.1809657345,0.1809657345,0,1460,194.1860465116,440.6569908786,194178.583610188,0,0,0,1,0,0,0,1,198.8095238095,34.8571428571,362.7619047619,432,21,732,21,7618,8192,31,20,20,20869.0,20058.6321476905,84563,14976,9649470.0,1230618.93414618,10035629,5741869,benign,0
53,262,2,2,68,772,34,34,34.0,0.0,386,386,386.0,0.0,3206106.87022901,15267.1755725191,87.3333333333,145.2044535589,255,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,80,80,7633.5877862596,7633.5877862596,34,386,174.8,192.7983402418,37171.2,0,0,0,0,0,0,0,1,218.5,34.0,386.0,80,2,68,2,772,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,786551,3,6,18,11595,18,0,6.0,10.39230485,4344,0,1932.5,1754.831473,14764.45901,11.44236038,98318.875,277439.7578,784947,16,785765,392882.5,554462.9332,784947,818,786471,157294.2,351373.4013,785850,16,0,104,200,3.814120127,7.628240254,0,4344,1161.3,1643.79818,2702072.456,0,0,0,1,0,0,0,2,1290.333333,6.0,1932.5,104,3,18,6,11595,29200,227,1,32,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,69676,4,4,176,400,44,44,44.0,0.0,100,100,100.0,0.0,8266.8350651587,114.8171536828,9953.7142857143,22205.223519961,59618,2,69509,23169.6666666667,40125.8437211398,69503,2,10054,3351.3333333333,5797.7514032022,10046,4,0,80,80,57.4085768414,57.4085768414,44,100,68.8888888889,29.5145914949,871.1111111111,0,0,0,0,0,0,0,1,77.5,44.0,100.0,80,4,176,4,400,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,86088198,10,7,734,11595,367,0,73.4,154.7407868,5792,0,1656.428571,2118.227235,143.2135913,0.1974719,5380512.375,21500000.0,85800000,1,86100000,9564172.0,28600000.0,85800000,1,240636,40106.0,93212.49964,230204,9,0,328,232,0.116159941,0.081311959,0,5792,684.9444444,1494.15148,2232488.644,0,0,0,0,1,0,0,0,725.2352941,73.4,1656.428571,328,10,734,7,11595,274,235,2,32,975.0,0.0,975,975,85800000.0,0.0,85800000,85800000,dos,1
443,115426871,14,17,1176,4698,517,0,84.0,149.0002581309,1460,0,276.3529411765,516.082956168,50.8893635348,0.2685683128,3847562.36666667,12095309.7987581,45001075,1,90170939,6936226.07692308,16909997.4663656,45050953,1,115402108,7212631.75,16039157.3448802,45025931,2,0,292,376,0.1212889155,0.1472793974,0,1460,183.5625,396.3105606515,157062.060483871,0,0,0,1,0,0,0,1,189.4838709677,84.0,276.3529411765,292,14,1176,17,4698,8192,66,13,20,64877.3333333333,69450.6601648489,145072,24704,38410745.3333333,11413799.432568,45001075,25231225,benign,0
123,69016305,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.7819513085,0.0579573189,23005435.0,39818429.5163974,68983797,16249,69000046,69000046.0,0.0,69000046,69000046,69000056,69000056.0,0.0,69000056,69000056,0,40,52,0.0289786595,0.0289786595,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,2,96,2,96,-1,-1,1,20,16249.0,0.0,16249,16249,68983797.0,0.0,68983797,68983797,benign,0
53,95499,1,1,51,226,51,51,51.0,0.0,226,226,226.0,0.0,2900.5539325019,20.9426276715,95499.0,0.0,95499,95499,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,32,10.4713138357,10.4713138357,51,226,109.3333333333,101.0362971082,10208.3333333333,0,0,0,0,0,0,0,1,164.0,51.0,226.0,20,1,51,1,226,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,8010329,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,9.2380724937,0.249677635,8010329.0,0.0,8010329,8010329,8010329,8010329.0,0.0,8010329,8010329,0,0.0,0.0,0,0,1,64,0,0.249677635,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,55.5,37.0,0.0,64,2,74,0,0,33304,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,30678,1,1,79,207,79,79,79.0,0.0,207,207,207.0,0.0,9322.6416324402,65.193298129,30678.0,0.0,30678,30678,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,32,32.5966490645,32.5966490645,79,207,121.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,1,182.5,79.0,207.0,40,1,79,1,207,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,38462616,2,2,104,305,55,49,52.0,4.2426406871,157,148,152.5,6.3639610307,10.6337020862,0.1039970864,12820872.0,22032784.8970614,38262139,92467,38370149,38370149.0,0.0,38370149,38370149,38354606,38354606.0,0.0,38354606,38354606,0,40,40,0.0519985432,0.0519985432,49,157,91.6,55.73867598,3106.8,0,0,0,0,0,0,0,1,114.5,52.0,152.5,40,2,104,2,305,-1,-1,1,20,108010.0,0.0,108010,108010,38262139.0,0.0,38262139,38262139,benign,0
6346,23,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,260869.5652,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,43478.26087,43478.26087,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,1013956,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,11466.96701,6.903652624,168992.6667,410635.4395,1007185,51,6532,3266.0,4096.97669,6163,369,1013846,337948.6667,579584.1852,1007185,188,0,72,92,2.958708267,3.944944357,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,1,1661.0,8.666666667,2900.25,72,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,83246109,7,6,378,11595,372,0,54.0,140.2426469,5792,0,1932.5,2181.008184,143.8265421,0.156163455,6937175.75,24000000.0,83100000,1,83100000,13900000.0,33900000.0,83100000,1,146370,29274.0,59335.51423,135080,45,0,220,200,0.084088014,0.072075441,0,5792,855.2142857,1666.185426,2776173.874,0,0,0,0,1,0,0,0,921.0,54.0,1932.5,220,7,378,6,11595,251,235,2,20,5.0,0.0,5,5,83100000.0,0.0,83100000,83100000,dos,1
53,107970,2,2,66,150,33,33,33.0,0.0,75,75,75.0,0.0,2000.5557099194,37.0473279615,35990.0,62330.4463885828,107963,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,64,64,18.5236639807,18.5236639807,33,75,49.8,23.0043474152,529.2,0,0,0,0,0,0,0,1,62.25,33.0,75.0,64,2,66,2,150,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,6258865,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.834561059,0.63909351,2086288.333,3610493.827,6255327,3,6258865,2086288.333,3610493.827,6255327,3,0,0.0,0.0,0,0,0,80,0,0.63909351,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,3538.0,0.0,3538,3538,6255327.0,0.0,6255327,6255327,ddos,1
53,30701,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,7361.3237353832,130.2889156705,10233.6666666667,17719.1684436187,30694,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,64,64,65.1444578352,65.1444578352,34,79,52.0,24.6475150877,607.5,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,82104195,9,6,382,11595,376,0,42.44444444,125.0990719,5792,0,1932.5,2181.008184,145.8756157,0.182694684,5864585.357,21900000.0,82000000,1,82000000,10200000.0,29000000.0,82000000,1,148425,29685.0,58724.94136,134186,47,0,284,200,0.109616811,0.073077874,0,5792,748.5625,1578.336676,2491146.663,0,0,0,0,1,0,0,0,798.4666667,42.44444444,1932.5,284,9,382,6,11595,274,235,2,20,4087.0,0.0,4087,4087,82000000.0,0.0,82000000,82000000,dos,1
80,1616260,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,7197.480603,4.330986351,269376.6667,659351.4339,1615272,5,937,468.5,497.0960672,820,117,1616245,538748.3333,932296.9674,1615272,5,0,72,92,1.856137008,2.474849344,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,1,1661.857143,8.666666667,2901.75,72,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
53,60682,1,1,56,188,56,56,56.0,0.0,188,188,188.0,0.0,4020.9617349461,32.9587027455,60682.0,0.0,60682,60682,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,16.4793513727,16.4793513727,56,188,100.0,76.210235533,5808.0,0,0,0,0,0,0,0,1,150.0,56.0,188.0,20,1,56,1,188,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,98308460,6,7,342,11595,342,0,57.0,139.6209153,5792,0,1656.428571,2118.227235,121.4239344,0.132236839,8192371.667,28400000.0,98300000,0,98300000,19700000.0,44000000.0,98300000,0,11181,1863.5,4006.32923,10025,11,0,200,232,0.061032387,0.071204452,0,5792,852.6428571,1665.638598,2774351.94,0,0,0,0,1,0,0,1,918.2307692,57.0,1656.428571,200,6,342,7,11595,251,235,1,32,4.0,0.0,4,4,98300000.0,0.0,98300000,98300000,dos,1
80,1876818,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,6198.256837,4.262533714,268116.8571,708956.4886,1875879,34,634,317.0,380.4234483,586,48,1876772,469193.0,937790.6953,1875879,94,0,72,112,1.598450143,2.664083571,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,86113244,10,7,370,11595,370,0,37.0,117.0042734,7240,0,1656.428571,2565.850857,138.9449456,0.197414465,5382077.75,21300000.0,85100000,1,86100000,9568059.222,28300000.0,85100000,1,8635,1439.166667,3196.7739,7963,49,0,336,232,0.116126156,0.081288309,0,7240,664.7222222,1730.204538,2993607.742,0,0,0,0,1,0,0,0,703.8235294,37.0,1656.428571,336,10,370,7,11595,251,235,1,32,1055.0,0.0,1055,1055,85100000.0,0.0,85100000,85100000,dos,1
443,5224758,7,4,297,145,215,0,42.4285714286,78.7249582256,145,0,36.25,72.5,84.5972196224,2.1053606693,522475.8,1580741.61761707,5020466,3,5224758,870793.0,2077292.69748632,5110783,3,153616,51205.3333333333,51047.8566282007,102363,268,0,232,136,1.3397749714,0.7655856979,0,215,36.8333333333,70.408978422,4957.4242424243,0,0,0,1,0,0,0,0,40.1818181818,42.4285714286,36.25,232,7,297,4,145,29200,110,3,32,204289.0,0.0,204289,204289,5020466.0,0.0,5020466,5020466,benign,0
443,116772775,31,30,1103,29795,517,0,35.5806451613,116.8613920259,3346,0,993.1666666667,1162.6555241412,264.599346894,0.5223820364,1946212.91666667,3923084.32372198,10025026,6,116772775,3892425.83333333,4862532.27317027,10048038,47,111273323,3837011.13793103,4940774.50346553,10048898,49,0,1000,968,0.2654728382,0.2569091982,0,3346,498.3548387097,939.5101984593,882679.41300899,0,0,0,1,0,0,0,0,506.5245901639,35.5806451613,993.1666666667,1000,31,1103,30,29795,29200,290,4,32,87474.25,222783.99713221,794908,22974,9643586.41666667,1312408.4313476,10025026,5476199,benign,0
8080,119351987,71,75,1024,102455,314,0,14.4225352113,51.3808363308,2920,0,1366.0666666667,732.9392573433,867.0069313551,1.2232724705,823117.151724138,2650066.43501264,10029629,0,119351987,1705028.38571429,3749301.04968533,10336045,48,117416337,1586707.25675676,3681909.37508932,10343680,93,0,1464,1512,0.5948790781,0.6283933924,0,2920,703.9387755102,856.3615468747,733355.098965614,0,0,0,1,0,0,0,1,708.7602739726,14.4225352113,1366.0666666667,1464,71,1024,75,102455,29200,255,68,20,653293.545454545,1125877.89294793,4047921,306368,10020813.7272727,6051.9983161086,10029629,10007305,benign,0
80,85156379,9,7,375,11595,375,0,41.66666667,125.0,4344,0,1656.428571,1547.737688,140.5649247,0.187889624,5677091.933,21900000.0,85000000,0,85000000,10600000.0,30100000.0,85000000,0,147706,24617.66667,53509.19178,133256,47,0,296,232,0.105687913,0.08220171,0,4344,704.1176471,1257.268313,1580723.61,0,0,0,0,1,0,0,0,748.125,41.66666667,1656.428571,296,9,375,7,11595,251,235,1,32,1993.0,0.0,1993,1993,85000000.0,0.0,85000000,85000000,dos,1
53,61189,1,1,61,122,61,61,61.0,0.0,122,122,122.0,0.0,2990.7336285934,32.6856134273,61189.0,0.0,61189,61189,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,20,16.3428067136,16.3428067136,61,122,81.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,1,122.0,61.0,122.0,32,1,61,1,122,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
123,69027064,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.7815176957,0.0579482853,23009021.3333333,39811891.6020332,68979834,23533,69003367,69003367.0,0.0,69003367,69003367,69003531,69003531.0,0.0,69003531,69003531,0,52,52,0.0289741427,0.0289741427,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,2,96,2,96,-1,-1,1,20,23533.0,0.0,23533,23533,68979834.0,0.0,68979834,68979834,benign,0
80,99304210,4,6,383,11595,377,0,95.75,187.5213321,2907,0,1932.5,1496.914126,120.6192567,0.100700665,11000000.0,33000000.0,99200000,2,99200000,33100000.0,57200000.0,99200000,2,143365,28673.0,58017.34224,132113,17,0,124,200,0.040280266,0.060420399,0,2907,1089.454545,1438.654744,2069727.473,1,0,0,0,0,0,0,1,1198.4,95.75,1932.5,124,4,383,6,11595,0,235,1,20,0.0,0.0,0,0,99200000.0,0.0,99200000,99200000,dos,1
2001,36,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,222222.2222,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,27777.77778,27777.77778,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,189,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,888888.888888889,21164.0211640212,63.0,67.7569184659,137,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,80,80,10582.0105820106,10582.0105820106,34,50,40.4,8.7635609201,76.8,0,0,0,0,0,0,0,1,50.5,34.0,50.0,80,2,68,2,100,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
22,13890586,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,342.1741891,3.815533772,267126.6538,725300.8272,2667698,3,11700000,618286.6842,1055887.522,2718678,505,13900000,434077.5,889271.2068,2667698,3,0,648,1064,1.439824065,2.375709707,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,1,89.67924528,100.4,83.18181818,648,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,brute_force,1
80,28162,2,7,20,11601,20,0,10.0,14.14213562,4380,0,1657.285714,1561.969346,412648.2494,319.5795753,3520.25,6425.825389,16675,46,10530,10530.0,0.0,10530,10530,28116,4686.0,7230.955179,16675,78,0,52,152,71.0176834,248.5618919,0,4380,1162.1,1504.079523,2262255.211,0,0,0,1,0,0,0,3,1291.222222,10.0,1657.285714,52,2,20,7,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,685779,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,16954.44159,14.58195716,76197.66667,226179.9708,679325,11,5854,2927.0,3768.879144,5592,262,685768,114294.6667,276816.7142,679325,47,0,72,152,4.374587148,10.20737001,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,2,1162.7,8.666666667,1657.285714,72,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,85403270,6,7,323,11595,323,0,53.83333333,131.8641978,5792,0,1656.428571,2118.227235,139.5496917,0.152218996,7116939.167,24600000.0,85300000,1,85300000,17100000.0,38100000.0,85300000,1,144649,24108.16667,52255.79127,130167,11,0,200,232,0.070254921,0.081964075,0,5792,851.2857143,1666.094347,2775870.374,0,0,0,0,1,0,0,1,916.7692308,53.83333333,1656.428571,200,6,323,7,11595,274,235,1,32,4.0,0.0,4,4,85300000.0,0.0,85300000,85300000,dos,1
21,8848600,9,15,105,188,22,0,11.66666667,9.273618495,34,0,12.53333333,14.54975045,33.11258278,2.71229347,384721.7391,998957.9834,3468035,2,6185343,773167.875,1425951.727,3509456,222,8848502,632035.8571,1233074.469,3468035,2,0,296,488,1.017110051,1.695183419,0,34,11.72,12.58146785,158.2933333,0,0,0,1,0,0,0,1,12.20833333,11.66666667,12.53333333,296,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,brute_force,1
80,8105851,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.960824224,0.493470704,2701950.333,4679913.525,8105849,1,8105851,2701950.333,4679913.525,8105849,1,0,0.0,0.0,0,0,0,80,0,0.493470704,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,2.0,0.0,2,2,8105849.0,0.0,8105849,8105849,ddos,1
443,62818376,268,379,25945,561370,5592,0,96.8097014925,493.4360732733,4194,0,1481.1873350924,953.2486138669,9349.4139358203,10.299534009,97242.0681114551,2306095.9914158,58586660,0,62818376,235274.816479401,3586469.77568141,58586660,1,62795846,166126.576719577,3015709.18716934,58608889,0,0,8584,12136,4.2662675648,6.0332664442,0,5592,906.350308642,1047.6910725167,1097656.58343113,0,0,0,1,0,0,0,1,907.7511591963,96.8097014925,1481.1873350924,8584,268,25945,379,561370,29200,313,62,32,3068457.0,0.0,3068457,3068457,58586660.0,0.0,58586660,58586660,benign,0
80,587721,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,19793.40537,13.61190088,83960.14286,221652.3465,586620,3,910,455.0,575.5849199,862,48,587675,146918.75,293134.446,586620,3,0,72,112,5.104462832,8.507438053,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
53,205,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,858536.585365854,19512.1951219512,68.3333333333,33.486315613,107,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,40,40,9756.0975609756,9756.0975609756,36,52,42.4,8.7635609201,76.8,0,0,0,0,0,0,0,1,53.0,36.0,52.0,40,2,72,2,104,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
32782,23,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,347826.087,86956.52174,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,43478.26087,43478.26087,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,87883387,2,2,105,299,53,52,52.5,0.7071067812,153,146,149.5,4.9497474683,4.5970007961,0.0455148594,29294462.3333333,50641985.4329745,87770790,52354,87823144,87823144.0,0.0,87823144,87823144,87831033,87831033.0,0.0,87831033,87831033,0,52,52,0.0227574297,0.0227574297,52,153,91.4,53.097080899,2819.3,0,0,0,0,0,0,0,1,114.25,52.5,149.5,52,2,105,2,299,-1,-1,1,20,52354.0,0.0,52354,52354,87770790.0,0.0,87770790,87770790,benign,0
53,345004,2,2,66,246,33,33,33.0,0.0,123,123,123.0,0.0,904.3373410163,11.5940684746,115001.333333333,199181.224068267,344996,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,64,64,5.7970342373,5.7970342373,33,123,69.0,49.2950301755,2430.0,0,0,0,0,0,0,0,1,86.25,33.0,123.0,64,2,66,2,246,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,506,1,1,47,109,47,47,47.0,0.0,109,109,109.0,0.0,308300.395256917,3952.5691699605,506.0,0.0,506,506,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,1976.2845849802,1976.2845849802,47,109,67.6666666667,35.7957166898,1281.3333333333,0,0,0,0,0,0,0,1,101.5,47.0,109.0,20,1,47,1,109,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
53,219,2,2,100,434,50,50,50.0,0.0,217,217,217.0,0.0,2438356.16438356,18264.8401826484,73.0,120.3785695213,212,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,64,64,9132.4200913242,9132.4200913242,50,217,116.8,91.4696671034,8366.7,0,0,0,0,0,0,0,1,146.0,50.0,217.0,64,2,100,2,434,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,789046,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,15.2082388099,2.5347064683,789046.0,0.0,789046,789046,789046,789046.0,0.0,789046,789046,0,0.0,0.0,0,0,0,40,0,2.5347064683,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,0.0,40,2,12,0,0,16210,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
